timestamp,slice_id,node_id,node_type,cpu,memory,latency_ms,packet_loss,throughput_mbps,prb_utilization,fault_label,fault_type
2026-05-09T07:40:00+00:00,slice_3,gnb_3,gNB,72.85,56.13,12.15,0.001723,583.86,0.3795,0,
2026-05-09T07:40:00+00:00,slice_3,upf_3,UPF,72.01,58.64,10.04,0.002114,601.51,0.3559,0,
2026-05-09T08:00:00+00:00,slice_1,gnb_1,gNB,74.26,63.78,25.22,0.001039,849.39,0.5178,0,
2026-05-09T08:00:00+00:00,slice_1,upf_1,UPF,70.21,59.93,21.85,0.001286,886.71,0.5685,0,
2026-05-09T08:00:00+00:00,slice_1,router_1,Router,63.45,62.08,25.99,0.004948,865.47,0.5725,0,
2026-05-09T08:00:00+00:00,slice_1,app_1,Service,71.76,65.07,21.02,0.002661,866.32,0.5642,0,
2026-05-09T08:00:00+00:00,slice_2,gnb_2,gNB,64.81,64.26,51.93,0.003458,459.2,0.6647,0,
2026-05-09T08:00:00+00:00,slice_2,upf_2,UPF,72.71,60.74,49.18,0.000928,476.71,0.6948,0,
2026-05-09T08:00:00+00:00,slice_3,gnb_3,gNB,71.24,56.63,12.49,0.00562,654.62,0.3995,0,
2026-05-09T08:00:00+00:00,slice_3,upf_3,UPF,73.48,58.98,16.07,0.005652,616.61,0.4563,0,
2026-05-09T08:20:00+00:00,slice_1,gnb_1,gNB,71.18,66.34,22.52,0.001513,834.92,0.5456,0,
2026-05-09T08:20:00+00:00,slice_1,upf_1,UPF,69.1,60.25,26.32,0.00585,895.23,0.5789,0,
2026-05-09T08:20:00+00:00,slice_1,router_1,Router,74.39,59.88,26.02,0.003395,904.73,0.5497,0,
2026-05-09T08:20:00+00:00,slice_1,app_1,Service,75.9,59.73,22.48,0.001161,913.34,0.5856,0,
2026-05-09T08:20:00+00:00,slice_2,gnb_2,gNB,73.98,58.05,54.03,0.003489,484.15,0.7183,0,
2026-05-09T08:20:00+00:00,slice_2,upf_2,UPF,65.19,59.52,52.92,0.00153,522.75,0.7176,0,
2026-05-09T08:20:00+00:00,slice_3,gnb_3,gNB,74.0,61.64,12.2,0.005367,720.3,0.4605,0,
2026-05-09T08:20:00+00:00,slice_3,upf_3,UPF,74.71,60.95,13.54,0.00195,698.33,0.3835,0,
2026-05-09T08:40:00+00:00,slice_1,gnb_1,gNB,65.88,66.56,23.12,0.002739,846.59,0.5467,0,
2026-05-09T08:40:00+00:00,slice_1,upf_1,UPF,67.35,66.95,26.26,0.160874,547.75,0.5141,1,packet_loss
2026-05-09T08:40:00+00:00,slice_1,router_1,Router,71.66,64.88,25.93,0.16462,577.93,0.5668,1,packet_loss
2026-05-09T08:40:00+00:00,slice_1,app_1,Service,69.39,65.99,27.23,0.003665,887.3,0.5086,0,
2026-05-09T08:40:00+00:00,slice_2,gnb_2,gNB,72.9,64.33,52.15,0.003275,555.64,0.6384,0,
2026-05-09T08:40:00+00:00,slice_2,upf_2,UPF,69.09,60.42,53.47,0.004816,518.21,0.683,0,
2026-05-09T08:40:00+00:00,slice_3,gnb_3,gNB,76.03,66.27,10.51,0.000474,699.77,0.4261,0,
2026-05-09T08:40:00+00:00,slice_3,upf_3,UPF,67.57,58.29,11.79,0.004352,685.55,0.4384,0,
2026-05-09T09:00:00+00:00,slice_1,gnb_1,gNB,68.45,59.34,27.58,0.002459,876.49,0.5516,0,
2026-05-09T09:00:00+00:00,slice_1,upf_1,UPF,76.73,66.4,22.79,0.00345,865.72,0.5736,0,
2026-05-09T09:00:00+00:00,slice_1,router_1,Router,73.28,58.0,22.22,0.005711,933.95,0.5718,0,
2026-05-09T09:00:00+00:00,slice_1,app_1,Service,67.23,66.98,21.51,0.004532,931.8,0.5063,0,
2026-05-09T09:00:00+00:00,slice_2,gnb_2,gNB,76.93,60.31,50.81,0.00145,519.59,0.7262,0,
2026-05-09T09:00:00+00:00,slice_2,upf_2,UPF,77.41,63.2,55.61,0.005291,507.94,0.6913,0,
2026-05-09T09:00:00+00:00,slice_3,gnb_3,gNB,75.62,65.94,10.4,0.005487,681.7,0.482,0,
2026-05-09T09:00:00+00:00,slice_3,upf_3,UPF,67.63,64.75,11.41,0.000166,733.9,0.4315,0,
2026-05-09T09:20:00+00:00,slice_1,gnb_1,gNB,67.74,61.25,26.14,0.00267,874.51,0.5657,0,
2026-05-09T09:20:00+00:00,slice_1,upf_1,UPF,72.76,60.35,22.75,0.001286,925.1,0.5842,0,
2026-05-09T09:20:00+00:00,slice_1,router_1,Router,73.24,61.01,23.81,2.6e-05,922.1,0.5026,0,
2026-05-09T09:20:00+00:00,slice_1,app_1,Service,76.83,58.65,21.27,0.00317,881.55,0.5722,0,
2026-05-09T09:20:00+00:00,slice_2,gnb_2,gNB,74.05,65.47,54.75,0.002789,530.5,0.6491,0,
2026-05-09T09:20:00+00:00,slice_2,upf_2,UPF,77.28,61.78,49.86,0.000696,529.62,0.6717,0,
2026-05-09T09:20:00+00:00,slice_3,gnb_3,gNB,68.53,58.25,11.19,0.000792,662.45,0.4195,0,
2026-05-09T09:20:00+00:00,slice_3,upf_3,UPF,67.16,67.0,15.03,0.001823,657.8,0.4377,0,
2026-05-09T09:40:00+00:00,slice_1,gnb_1,gNB,71.1,65.12,23.54,0.003387,895.83,0.5889,0,
2026-05-09T09:40:00+00:00,slice_1,upf_1,UPF,70.55,59.75,22.57,0.001356,853.48,0.4936,0,
2026-05-09T09:40:00+00:00,slice_1,router_1,Router,76.06,61.46,22.13,0.002329,892.42,0.5024,0,
2026-05-09T09:40:00+00:00,slice_1,app_1,Service,67.55,59.49,25.7,0.005433,843.76,0.5511,0,
2026-05-09T09:40:00+00:00,slice_2,gnb_2,gNB,76.13,65.83,48.89,0.004418,524.27,0.6393,0,
2026-05-09T09:40:00+00:00,slice_2,upf_2,UPF,69.46,65.22,52.81,0.003556,543.78,0.6402,0,
2026-05-09T09:40:00+00:00,slice_3,gnb_3,gNB,72.0,63.32,14.32,0.002261,672.05,0.3821,0,
2026-05-09T09:40:00+00:00,slice_3,upf_3,UPF,73.25,66.19,11.28,0.001193,684.17,0.4246,0,
2026-05-09T10:00:00+00:00,slice_1,gnb_1,gNB,70.43,56.99,21.21,0.003428,847.61,0.4646,0,
2026-05-09T10:00:00+00:00,slice_1,upf_1,UPF,63.83,65.0,25.39,0.000749,876.94,0.4964,0,
2026-05-09T10:00:00+00:00,slice_1,router_1,Router,68.47,63.16,25.46,0.004437,815.15,0.5034,0,
2026-05-09T10:00:00+00:00,slice_1,app_1,Service,70.8,64.53,27.65,0.00321,836.48,0.5597,0,
2026-05-09T10:00:00+00:00,slice_2,gnb_2,gNB,70.86,59.63,48.71,0.002372,514.85,0.6092,0,
2026-05-09T10:00:00+00:00,slice_2,upf_2,UPF,65.72,63.72,54.11,0.000855,498.41,0.6617,0,
2026-05-09T10:00:00+00:00,slice_3,gnb_3,gNB,69.17,60.18,13.33,0.005299,689.55,0.402,0,
2026-05-09T10:00:00+00:00,slice_3,upf_3,UPF,71.61,60.54,14.01,0.002608,700.88,0.4703,0,
2026-05-09T10:20:00+00:00,slice_1,gnb_1,gNB,64.04,57.2,21.57,0.005677,820.89,0.4425,0,
2026-05-09T10:20:00+00:00,slice_1,upf_1,UPF,70.59,62.52,22.72,0.003833,863.4,0.4951,0,
2026-05-09T10:20:00+00:00,slice_1,router_1,Router,63.68,55.89,24.06,0.001828,811.0,0.47,0,
2026-05-09T10:20:00+00:00,slice_1,app_1,Service,63.55,58.39,26.87,0.000689,779.9,0.5418,0,
2026-05-09T10:20:00+00:00,slice_2,gnb_2,gNB,69.67,60.57,51.24,0.003324,489.6,0.592,0,
2026-05-09T10:20:00+00:00,slice_2,upf_2,UPF,71.98,55.85,49.47,0.002871,458.4,0.6489,0,
2026-05-09T10:20:00+00:00,slice_3,gnb_3,gNB,84.43,88.21,46.18,0.004214,646.5,0.4451,1,vnf_degradation
2026-05-09T10:20:00+00:00,slice_3,upf_3,UPF,81.97,88.05,46.62,0.003421,665.92,0.4057,1,vnf_degradation
2026-05-09T10:40:00+00:00,slice_1,gnb_1,gNB,64.38,58.95,21.82,0.005261,766.88,0.4184,0,
2026-05-09T10:40:00+00:00,slice_1,upf_1,UPF,61.24,58.15,23.39,0.000377,803.65,0.5207,0,
2026-05-09T10:40:00+00:00,slice_1,router_1,Router,59.91,63.88,26.57,0.002057,739.81,0.4319,0,
2026-05-09T10:40:00+00:00,slice_1,app_1,Service,59.89,62.98,23.86,0.00406,822.32,0.4423,0,
2026-05-09T10:40:00+00:00,slice_2,gnb_2,gNB,61.77,57.1,49.88,0.002042,431.5,0.6239,0,
2026-05-09T10:40:00+00:00,slice_2,upf_2,UPF,62.72,60.02,48.84,0.001647,409.74,0.5558,0,
2026-05-09T10:40:00+00:00,slice_3,gnb_3,gNB,69.57,56.29,11.47,0.002358,639.94,0.3673,0,
2026-05-09T10:40:00+00:00,slice_3,upf_3,UPF,65.07,62.21,9.61,0.002834,615.53,0.3652,0,
2026-05-09T11:00:00+00:00,slice_1,gnb_1,gNB,67.67,56.94,21.16,0.001951,726.78,0.391,0,
2026-05-09T11:00:00+00:00,slice_1,upf_1,UPF,61.64,59.24,21.11,0.005128,759.04,0.473,0,
2026-05-09T11:00:00+00:00,slice_1,router_1,Router,64.44,54.26,25.34,0.005497,752.61,0.4828,0,
2026-05-09T11:00:00+00:00,slice_1,app_1,Service,59.77,58.14,23.52,0.000211,718.82,0.4961,0,
2026-05-09T11:00:00+00:00,slice_2,gnb_2,gNB,67.97,61.64,50.52,0.000715,420.72,0.602,0,
2026-05-09T11:00:00+00:00,slice_2,upf_2,UPF,63.5,55.34,50.98,0.0049,402.03,0.6043,0,
2026-05-09T11:00:00+00:00,slice_3,gnb_3,gNB,63.04,62.83,13.04,0.001635,602.31,0.4036,0,
2026-05-09T11:00:00+00:00,slice_3,upf_3,UPF,66.81,57.76,14.93,0.4,0,0.3278,1,link_failure
2026-05-09T11:20:00+00:00,slice_1,gnb_1,gNB,55.65,56.26,25.45,0.00182,678.88,0.4697,0,
2026-05-09T11:20:00+00:00,slice_1,upf_1,UPF,54.93,59.28,24.13,0.000628,675.66,0.416,0,
2026-05-09T11:20:00+00:00,slice_1,router_1,Router,56.56,55.46,23.3,0.001094,707.79,0.4227,0,
2026-05-09T11:20:00+00:00,slice_1,app_1,Service,57.15,57.55,25.19,0.002414,654.58,0.4025,0,
2026-05-09T11:20:00+00:00,slice_2,gnb_2,gNB,65.95,53.0,46.41,0.002462,378.12,0.5737,0,
2026-05-09T11:20:00+00:00,slice_2,upf_2,UPF,55.86,60.75,48.5,0.003076,409.78,0.5268,0,
2026-05-09T11:20:00+00:00,slice_3,gnb_3,gNB,56.18,54.4,13.22,0.005101,498.89,0.3782,0,
2026-05-09T11:20:00+00:00,slice_3,upf_3,UPF,56.67,51.87,12.53,0.001733,564.67,0.3136,0,
2026-05-09T11:40:00+00:00,slice_1,gnb_1,gNB,54.16,55.54,21.13,0.003739,644.37,0.3695,0,
2026-05-09T11:40:00+00:00,slice_1,upf_1,UPF,54.31,54.36,24.51,0.001704,632.94,0.3901,0,
2026-05-09T11:40:00+00:00,slice_1,router_1,Router,59.65,53.31,24.24,0.001474,661.22,0.4202,0,
2026-05-09T11:40:00+00:00,slice_1,app_1,Service,62.7,58.47,23.97,0.004424,685.62,0.3548,0,
2026-05-09T11:40:00+00:00,slice_2,gnb_2,gNB,60.73,54.93,49.86,0.003886,358.44,0.533,0,
2026-05-09T11:40:00+00:00,slice_2,upf_2,UPF,59.26,55.36,44.92,0.005969,355.94,0.4498,0,
2026-05-09T11:40:00+00:00,slice_3,gnb_3,gNB,61.6,52.56,12.43,0.002835,527.69,0.2742,0,
2026-05-09T11:40:00+00:00,slice_3,upf_3,UPF,61.58,55.85,11.41,0.001951,471.38,0.2942,0,
2026-05-09T12:00:00+00:00,slice_1,gnb_1,gNB,57.03,49.03,20.01,0.003876,649.04,0.3755,0,
2026-05-09T12:00:00+00:00,slice_1,upf_1,UPF,60.68,52.62,23.8,0.0016,572.13,0.4256,0,
2026-05-09T12:00:00+00:00,slice_1,router_1,Router,60.96,54.63,22.66,0.00486,645.16,0.3642,0,
2026-05-09T12:00:00+00:00,slice_1,app_1,Service,56.61,52.82,23.11,0.002041,643.71,0.3148,0,
2026-05-09T12:00:00+00:00,slice_2,gnb_2,gNB,58.78,57.31,43.94,0.003397,332.17,0.5139,0,
2026-05-09T12:00:00+00:00,slice_2,upf_2,UPF,53.71,56.78,49.78,0.001336,348.9,0.4986,0,
2026-05-09T12:00:00+00:00,slice_3,gnb_3,gNB,55.11,58.79,15.23,0.000723,457.56,0.3378,0,
2026-05-09T12:00:00+00:00,slice_3,upf_3,UPF,55.54,49.9,8.55,0.003276,505.29,0.2634,0,
2026-05-09T12:20:00+00:00,slice_1,gnb_1,gNB,54.43,48.27,21.6,0.002475,563.77,0.3215,0,
2026-05-09T12:20:00+00:00,slice_1,upf_1,UPF,55.93,57.05,23.99,0.00219,564.51,0.3071,0,
2026-05-09T12:20:00+00:00,slice_1,router_1,Router,55.91,56.7,24.59,0.004989,599.5,0.3451,0,
2026-05-09T12:20:00+00:00,slice_1,app_1,Service,56.59,55.33,18.63,0.003217,582.44,0.2905,0,
2026-05-09T12:20:00+00:00,slice_2,gnb_2,gNB,53.59,49.54,49.91,0.00517,289.24,0.4556,0,
2026-05-09T12:20:00+00:00,slice_2,upf_2,UPF,54.49,52.03,43.12,0.005226,345.04,0.48,0,
2026-05-09T12:20:00+00:00,slice_3,gnb_3,gNB,57.44,52.28,9.4,0.000898,425.62,0.3419,0,
2026-05-09T12:20:00+00:00,slice_3,upf_3,UPF,59.61,52.9,14.4,0.000441,422.73,0.2605,0,
2026-05-09T12:40:00+00:00,slice_1,gnb_1,gNB,52.1,55.07,23.71,0.002663,570.06,0.3591,0,
2026-05-09T12:40:00+00:00,slice_1,upf_1,UPF,57.16,54.72,22.05,0.003786,518.58,0.3083,0,
2026-05-09T12:40:00+00:00,slice_1,router_1,Router,51.05,51.0,23.32,0.00423,538.17,0.3183,0,
2026-05-09T12:40:00+00:00,slice_1,app_1,Service,52.76,48.04,21.36,0.000799,531.34,0.3452,0,
2026-05-09T12:40:00+00:00,slice_2,gnb_2,gNB,50.17,50.54,42.51,0.003374,350.86,0.4383,0,
2026-05-09T12:40:00+00:00,slice_2,upf_2,UPF,56.97,49.97,48.12,0.00243,321.54,0.3939,0,
2026-05-09T12:40:00+00:00,slice_3,gnb_3,gNB,52.6,54.39,13.91,0.004103,393.93,0.2324,0,
2026-05-09T12:40:00+00:00,slice_3,upf_3,UPF,53.59,47.32,11.52,0.001742,373.93,0.2699,0,
2026-05-09T13:00:00+00:00,slice_1,gnb_1,gNB,52.75,47.14,20.31,0.005623,492.86,0.3496,0,
2026-05-09T13:00:00+00:00,slice_1,upf_1,UPF,54.83,47.55,23.79,0.003476,518.57,0.3104,0,
2026-05-09T13:00:00+00:00,slice_1,router_1,Router,47.0,50.45,19.16,0.00428,475.69,0.3544,0,
2026-05-09T13:00:00+00:00,slice_1,app_1,Service,52.43,52.67,23.28,0.003656,500.56,0.3534,0,
2026-05-09T13:00:00+00:00,slice_2,gnb_2,gNB,52.22,55.06,45.33,0.001093,286.02,0.3432,0,
2026-05-09T13:00:00+00:00,slice_2,upf_2,UPF,48.76,54.46,47.43,0.001262,279.06,0.4122,0,
2026-05-09T13:00:00+00:00,slice_3,gnb_3,gNB,54.38,54.31,14.98,0.000754,413.42,0.216,0,
2026-05-09T13:00:00+00:00,slice_3,upf_3,UPF,53.0,54.66,14.57,0.003945,381.66,0.2335,0,
2026-05-09T13:20:00+00:00,slice_1,gnb_1,gNB,48.06,54.3,24.32,0.004383,460.27,0.3556,0,
2026-05-09T13:20:00+00:00,slice_1,upf_1,UPF,53.16,46.26,22.81,0.161998,283.63,0.2624,1,packet_loss
2026-05-09T13:20:00+00:00,slice_1,router_1,Router,46.53,52.85,20.77,0.163052,320.76,0.2762,1,packet_loss
2026-05-09T13:20:00+00:00,slice_1,app_1,Service,48.95,54.62,20.45,0.165163,275.87,0.3418,1,packet_loss
2026-05-09T13:20:00+00:00,slice_2,gnb_2,gNB,47.03,47.18,46.31,8.7e-05,314.32,0.4329,0,
2026-05-09T13:20:00+00:00,slice_2,upf_2,UPF,44.72,49.84,41.65,0.005038,276.73,0.4017,0,
2026-05-09T13:20:00+00:00,slice_3,gnb_3,gNB,53.92,46.46,14.35,0.001357,336.55,0.1864,0,
2026-05-09T13:20:00+00:00,slice_3,upf_3,UPF,51.31,47.04,14.56,0.000324,359.69,0.2809,0,
2026-05-09T13:40:00+00:00,slice_1,gnb_1,gNB,51.53,50.01,20.77,0.002105,497.52,0.2571,0,
2026-05-09T13:40:00+00:00,slice_1,upf_1,UPF,50.49,48.68,19.19,0.002774,470.0,0.3587,0,
2026-05-09T13:40:00+00:00,slice_1,router_1,Router,50.3,49.19,24.47,0.003002,477.56,0.2786,0,
2026-05-09T13:40:00+00:00,slice_1,app_1,Service,46.42,47.39,18.9,0.001337,546.99,0.2815,0,
2026-05-09T13:40:00+00:00,slice_2,gnb_2,gNB,46.72,51.67,42.7,0.001024,285.97,0.4196,0,
2026-05-09T13:40:00+00:00,slice_2,upf_2,UPF,50.79,49.24,47.83,0.000203,324.27,0.4188,0,
2026-05-09T13:40:00+00:00,slice_3,gnb_3,gNB,56.16,50.95,12.19,0.000157,403.26,0.2812,0,
2026-05-09T13:40:00+00:00,slice_3,upf_3,UPF,50.61,52.16,10.8,0.005532,353.19,0.307,0,
2026-05-09T14:00:00+00:00,slice_1,gnb_1,gNB,47.56,50.98,25.27,0.001503,531.45,0.3183,0,
2026-05-09T14:00:00+00:00,slice_1,upf_1,UPF,55.32,49.08,23.2,0.004572,517.02,0.345,0,
2026-05-09T14:00:00+00:00,slice_1,router_1,Router,57.36,52.05,23.93,0.004739,538.69,0.3529,0,
2026-05-09T14:00:00+00:00,slice_1,app_1,Service,50.67,51.5,23.96,0.004048,549.89,0.3593,0,
2026-05-09T14:00:00+00:00,slice_2,gnb_2,gNB,57.97,49.92,47.62,0.005116,294.69,0.3607,0,
2026-05-09T14:00:00+00:00,slice_2,upf_2,UPF,46.94,47.55,49.21,0.00455,343.93,0.4585,0,
2026-05-09T14:00:00+00:00,slice_3,gnb_3,gNB,53.02,55.04,11.72,0.001844,412.36,0.3274,0,
2026-05-09T14:00:00+00:00,slice_3,upf_3,UPF,56.43,50.87,8.14,0.000594,442.49,0.3134,0,
2026-05-09T14:20:00+00:00,slice_1,gnb_1,gNB,50.66,52.91,21.67,8.8e-05,539.14,0.3565,0,
2026-05-09T14:20:00+00:00,slice_1,upf_1,UPF,56.65,49.97,23.25,0.001644,588.63,0.2877,0,
2026-05-09T14:20:00+00:00,slice_1,router_1,Router,48.79,56.99,19.39,0.000829,566.58,0.3876,0,
2026-05-09T14:20:00+00:00,slice_1,app_1,Service,56.66,53.49,24.04,0.005103,606.02,0.3756,0,
2026-05-09T14:20:00+00:00,slice_2,gnb_2,gNB,50.59,52.53,47.82,0.001504,304.99,0.4562,0,
2026-05-09T14:20:00+00:00,slice_2,upf_2,UPF,52.06,48.76,44.9,0.000682,300.87,0.4465,0,
2026-05-09T14:20:00+00:00,slice_3,gnb_3,gNB,60.15,48.53,13.57,0.00055,432.63,0.3244,0,
2026-05-09T14:20:00+00:00,slice_3,upf_3,UPF,59.99,48.64,14.32,0.002458,453.1,0.2285,0,
2026-05-09T14:40:00+00:00,slice_1,gnb_1,gNB,50.65,57.78,25.63,0.004769,604.46,0.3258,0,
2026-05-09T14:40:00+00:00,slice_1,upf_1,UPF,56.89,57.8,25.37,0.005162,560.34,0.3091,0,
2026-05-09T14:40:00+00:00,slice_1,router_1,Router,61.88,49.89,22.33,0.000191,609.46,0.3315,0,
2026-05-09T14:40:00+00:00,slice_1,app_1,Service,50.33,55.02,23.0,0.002872,606.58,0.3444,0,
2026-05-09T14:40:00+00:00,slice_2,gnb_2,gNB,52.36,54.47,46.78,0.005594,313.12,0.4448,0,
2026-05-09T14:40:00+00:00,slice_2,upf_2,UPF,62.02,54.13,48.57,8.3e-05,325.82,0.4845,0,
2026-05-09T14:40:00+00:00,slice_3,gnb_3,gNB,53.94,54.81,15.2,0.00269,494.52,0.2643,0,
2026-05-09T14:40:00+00:00,slice_3,upf_3,UPF,50.07,52.65,11.48,0.001691,458.03,0.2798,0,
2026-05-09T15:00:00+00:00,slice_1,gnb_1,gNB,54.84,52.77,26.05,0.001626,603.96,0.3792,0,
2026-05-09T15:00:00+00:00,slice_1,upf_1,UPF,63.86,51.71,25.23,0.00373,596.71,0.4038,0,
2026-05-09T15:00:00+00:00,slice_1,router_1,Router,59.23,58.15,21.21,0.004542,637.69,0.3577,0,
2026-05-09T15:00:00+00:00,slice_1,app_1,Service,63.86,56.93,25.41,0.003651,650.93,0.3897,0,
2026-05-09T15:00:00+00:00,slice_2,gnb_2,gNB,56.94,52.82,49.72,0.00148,392.94,0.506,0,
2026-05-09T15:00:00+00:00,slice_2,upf_2,UPF,61.79,51.15,49.15,0.003576,409.51,0.4897,0,
2026-05-09T15:00:00+00:00,slice_3,gnb_3,gNB,60.87,53.17,14.17,0.004934,523.16,0.3208,0,
2026-05-09T15:00:00+00:00,slice_3,upf_3,UPF,58.13,58.53,8.63,0.005248,538.29,0.2994,0,
2026-05-09T15:20:00+00:00,slice_1,gnb_1,gNB,61.0,60.6,24.78,0.004269,654.2,0.4117,0,
2026-05-09T15:20:00+00:00,slice_1,upf_1,UPF,59.02,51.47,22.98,0.005405,647.24,0.3718,0,
2026-05-09T15:20:00+00:00,slice_1,router_1,Router,64.06,54.07,20.31,0.00073,644.13,0.3921,0,
2026-05-09T15:20:00+00:00,slice_1,app_1,Service,60.51,60.45,20.44,0.004798,698.48,0.4189,0,
2026-05-09T15:20:00+00:00,slice_2,gnb_2,gNB,61.13,52.2,45.25,0.004053,350.39,0.5362,0,
2026-05-09T15:20:00+00:00,slice_2,upf_2,UPF,58.26,54.15,46.89,0.000255,362.17,0.5189,0,
2026-05-09T15:20:00+00:00,slice_3,gnb_3,gNB,58.49,58.68,10.09,0.00211,558.45,0.3346,0,
