timestamp,slice_id,node_id,node_type,fault_type,source,cpu,memory,latency_ms,packet_loss,throughput_mbps,prb_utilization,fault_label
2026-05-10T08:22:00+00:00,slice_1,router_1,UPF,packet_loss,copulagan_fallback_stress,87.22277,95.30516,49.29295,0.13157,138.10863,1,1
2026-05-10T08:23:00+00:00,slice_2,app_1,Service,,copulagan_fallback_stress,58.46846,57.97757,46.42785,0.04873,459.40307,0.36958,0
2026-05-10T08:24:00+00:00,slice_2,upf_2,gNB,,copulagan_fallback_stress,57.76247,55.47795,14.49525,0.00507,360.57918,0.43548,0
2026-05-10T08:25:00+00:00,slice_1,router_1,Service,,copulagan_fallback_stress,48.70956,45.85522,9.88022,3e-05,451.4205,0.30041,0
2026-05-10T08:26:00+00:00,slice_3,gnb_1,gNB,,copulagan_fallback_stress,44.31028,51.60607,24.62619,0.02312,410.7595,0.17128,0
2026-05-10T08:27:00+00:00,slice_3,gnb_1,gNB,,copulagan_fallback_stress,61.84349,45.94412,38.6054,3e-05,345.60801,0.39463,0
2026-05-10T08:28:00+00:00,slice_3,router_1,gNB,,copulagan_fallback_stress,75.03546,58.54472,28.33164,0.00129,939.33,0.29272,0
2026-05-10T08:29:00+00:00,slice_1,gnb_1,gNB,,copulagan_fallback_stress,41.58615,37.36,28.0772,0.01923,447.17665,0.54187,0
2026-05-10T08:30:00+00:00,slice_1,router_1,UPF,,copulagan_fallback_stress,55.44529,55.90298,49.05545,0.0253,554.83265,0.5073,0
2026-05-10T08:31:00+00:00,slice_1,gnb_3,gNB,packet_loss,copulagan_fallback_stress,57.45909,69.95639,21.63476,6e-05,223.06271,1,1
2026-05-10T08:32:00+00:00,slice_1,upf_2,UPF,,copulagan_fallback_stress,59.72178,43.5572,35.84977,3e-05,505.54664,0.16024,0
2026-05-10T08:33:00+00:00,slice_1,gnb_2,gNB,,copulagan_fallback_stress,67.72972,50.89961,18.8886,0.00489,468.3788,0.22752,0
2026-05-10T08:34:00+00:00,slice_1,gnb_1,gNB,,copulagan_fallback_stress,65.06002,62.07451,16.35949,0.02336,247.99079,0.50673,0
2026-05-10T08:35:00+00:00,slice_1,upf_1,UPF,,copulagan_fallback_stress,45.55424,39.19972,10.15355,0.00351,629.18736,0.37197,0
2026-05-10T08:36:00+00:00,slice_1,gnb_1,UPF,,copulagan_fallback_stress,84.43,64.19814,12.87867,0.00893,215.1925,0.34424,0
2026-05-10T08:37:00+00:00,slice_2,app_1,gNB,,copulagan_fallback_stress,48.2059,60.45657,9.27146,3e-05,90.37826,0.0566,0
2026-05-10T08:38:00+00:00,slice_1,gnb_3,gNB,,copulagan_fallback_stress,63.89,47.18579,21.76692,3e-05,247.71611,0.71128,0
2026-05-10T08:39:00+00:00,slice_2,gnb_1,UPF,,copulagan_fallback_stress,53.2394,49.91112,13.05686,3e-05,529.971,0.46581,0
2026-05-10T08:40:00+00:00,slice_3,router_1,gNB,,copulagan_fallback_stress,63.22289,39.03689,24.62556,0.02528,324.22145,0.41892,0
2026-05-10T08:41:00+00:00,slice_1,gnb_2,gNB,congestion,copulagan_fallback_stress,62.45299,79.63368,30.14483,0.0001,24.57584,1,1
2026-05-10T08:42:00+00:00,slice_1,upf_1,gNB,,copulagan_fallback_stress,30.55,44.71199,7.31,0.02403,419.13771,0.56657,0
2026-05-10T08:43:00+00:00,slice_1,router_1,Service,,copulagan_fallback_stress,56.33072,62.78174,34.60807,0.01484,781.45284,0.20336,0
2026-05-10T08:44:00+00:00,slice_1,upf_2,gNB,latency_spike,copulagan_fallback_stress,91.00791,57.77442,10.09329,8e-05,229.20138,0.67905,1
2026-05-10T08:45:00+00:00,slice_3,router_1,Router,,copulagan_fallback_stress,54.16142,46.09303,62.7739,0.0024,643.3379,0.47093,0
2026-05-10T08:46:00+00:00,slice_3,app_1,gNB,,copulagan_fallback_stress,65.87013,64.54646,21.38032,0.0046,292.06867,0.43562,0
2026-05-10T08:47:00+00:00,slice_1,router_1,UPF,,copulagan_fallback_stress,48.90784,54.68777,7.31,3e-05,765.68187,0.15139,0
2026-05-10T08:48:00+00:00,slice_3,app_1,UPF,,copulagan_fallback_stress,54.46944,52.0584,17.95319,0.01043,929.9528,0.36612,0
2026-05-10T08:49:00+00:00,slice_1,gnb_2,UPF,,copulagan_fallback_stress,47.48873,40.71504,27.40246,3e-05,563.36732,0.44802,0
2026-05-10T08:50:00+00:00,slice_1,upf_3,Service,latency_spike,copulagan_fallback_stress,83.72529,93.01817,60.9348,0.00012,323.59907,0.2049,1
2026-05-10T08:51:00+00:00,slice_1,router_1,Service,,copulagan_fallback_stress,50.7675,51.56902,20.28039,0.01256,196.54449,0.45515,0
2026-05-10T08:52:00+00:00,slice_1,upf_1,gNB,,copulagan_fallback_stress,51.43344,60.17773,26.51454,3e-05,507.7081,0.25368,0
2026-05-10T08:53:00+00:00,slice_2,upf_2,gNB,latency_spike,copulagan_fallback_stress,89.28885,99,54.43123,0.04918,118.20112,1,1
2026-05-10T08:54:00+00:00,slice_1,router_1,Service,,copulagan_fallback_stress,44.63707,52.71837,65.72104,0.04156,388.7193,0.47796,0
2026-05-10T08:55:00+00:00,slice_3,gnb_1,Service,packet_loss,copulagan_fallback_stress,79.14307,68.17254,53.26076,0.01696,213.8026,1,1
2026-05-10T08:56:00+00:00,slice_1,app_1,gNB,latency_spike,copulagan_fallback_stress,75.42462,70.45757,69.52591,0.00012,271.93663,1,1
2026-05-10T08:57:00+00:00,slice_1,upf_2,UPF,,copulagan_fallback_stress,70.73121,60.24505,36.58598,0.01875,213.53472,0.34844,0
2026-05-10T08:58:00+00:00,slice_2,upf_1,Service,vnf_degradation,copulagan_fallback_stress,98.49448,86.10243,9.62527,0.09775,106.73859,1,1
2026-05-10T08:59:00+00:00,slice_3,app_1,UPF,,copulagan_fallback_stress,73.46233,43.27599,7.31,0.00096,415.2985,0.4898,0
2026-05-10T09:00:00+00:00,slice_3,gnb_2,UPF,congestion,copulagan_fallback_stress,55.28869,81.53469,44.17431,8e-05,335.43237,0.74831,1
2026-05-10T09:01:00+00:00,slice_1,upf_1,gNB,,copulagan_fallback_stress,64.38225,51.04914,38.34354,0.02763,598.23578,0.43543,0
2026-05-10T09:02:00+00:00,slice_1,upf_2,UPF,congestion,copulagan_fallback_stress,99,69.25997,38.41418,0.00943,82.03084,1,1
2026-05-10T09:03:00+00:00,slice_3,upf_1,Service,,copulagan_fallback_stress,69.46276,51.30396,18.3929,0.00572,629.66833,0.47009,0
2026-05-10T09:04:00+00:00,slice_3,app_1,UPF,,copulagan_fallback_stress,40.55277,53.24156,41.89006,0.01851,556.33148,0.41313,0
2026-05-10T09:05:00+00:00,slice_1,upf_3,Service,,copulagan_fallback_stress,38.93534,51.34118,7.31,3e-05,227.60156,0.61375,0
2026-05-10T09:06:00+00:00,slice_1,app_1,UPF,congestion,copulagan_fallback_stress,75.48873,88.86091,24.40969,0.02768,103.94397,1,1
2026-05-10T09:07:00+00:00,slice_3,upf_1,gNB,congestion,copulagan_fallback_stress,77.1362,88.11647,64.44862,0.12835,48.80529,0.76889,1
2026-05-10T09:08:00+00:00,slice_3,upf_2,gNB,,copulagan_fallback_stress,55.76956,64.2426,23.27051,0.01526,475.32715,0.44745,0
2026-05-10T09:09:00+00:00,slice_1,gnb_2,Service,packet_loss,copulagan_fallback_stress,68.35093,80.61403,59.05785,6e-05,263.51782,1,1
2026-05-10T09:10:00+00:00,slice_2,upf_1,gNB,,copulagan_fallback_stress,55.56068,71.84541,35.01334,3e-05,206.75341,0.25947,0
2026-05-10T09:11:00+00:00,slice_2,upf_2,UPF,latency_spike,copulagan_fallback_stress,99,69.44859,13.77857,0.09508,330.63848,1,1
2026-05-10T09:12:00+00:00,slice_2,router_1,UPF,,copulagan_fallback_stress,48.594,55.55915,17.31116,0.02232,529.57817,0.5535,0
2026-05-10T09:13:00+00:00,slice_3,gnb_1,UPF,,copulagan_fallback_stress,67.38515,52.09633,14.99199,3e-05,939.33,0.26445,0
2026-05-10T09:14:00+00:00,slice_1,upf_1,gNB,,copulagan_fallback_stress,41.91128,56.73688,7.31,0.01249,402.77703,0.19243,0
2026-05-10T09:15:00+00:00,slice_1,gnb_3,gNB,,copulagan_fallback_stress,69.69701,57.50831,7.31,0.00084,253.89947,0.41667,0
2026-05-10T09:16:00+00:00,slice_3,gnb_3,UPF,,copulagan_fallback_stress,61.53968,55.44652,31.70139,3e-05,320.12729,0.42331,0
2026-05-10T09:17:00+00:00,slice_1,gnb_3,Service,,copulagan_fallback_stress,58.12704,42.75765,20.41697,0.02482,825.6102,0.37043,0
2026-05-10T09:18:00+00:00,slice_1,gnb_1,UPF,,copulagan_fallback_stress,59.7937,49.56889,34.63482,0.04286,582.07442,0.55005,0
2026-05-10T09:19:00+00:00,slice_1,gnb_1,UPF,,copulagan_fallback_stress,64.13328,46.15904,21.86188,3e-05,685.75126,0.3397,0
2026-05-10T09:20:00+00:00,slice_1,upf_1,UPF,,copulagan_fallback_stress,50.59799,53.17749,21.94003,3e-05,362.43986,0.49085,0
2026-05-10T09:21:00+00:00,slice_1,upf_1,gNB,,copulagan_fallback_stress,69.52164,45.68,25.19944,0.00532,391.91564,0.39668,0
2026-05-10T09:22:00+00:00,slice_1,gnb_3,UPF,,copulagan_fallback_stress,60.76877,52.21812,49.43038,0.0346,143.75868,0.20972,0
2026-05-10T09:23:00+00:00,slice_3,gnb_3,UPF,,copulagan_fallback_stress,83.97239,54.50801,31.17504,0.0167,833.19077,0.68415,0
2026-05-10T09:24:00+00:00,slice_1,gnb_3,UPF,,copulagan_fallback_stress,69.81981,57.53547,26.46582,3e-05,622.96331,0.63149,0
2026-05-10T09:25:00+00:00,slice_3,gnb_2,UPF,,copulagan_fallback_stress,58.89845,47.58656,49.407,0.04523,429.37337,0.59641,0
2026-05-10T09:26:00+00:00,slice_2,app_1,Service,,copulagan_fallback_stress,39.71538,53.82587,32.70341,0.0124,340.92602,0.51793,0
2026-05-10T09:27:00+00:00,slice_3,gnb_2,UPF,,copulagan_fallback_stress,47.21689,55.49624,44.65977,0.03353,605.67928,0.61436,0
2026-05-10T09:28:00+00:00,slice_1,upf_3,gNB,latency_spike,copulagan_fallback_stress,99,57.45866,53.41241,0.1855,194.16865,1,1
2026-05-10T09:29:00+00:00,slice_3,gnb_3,gNB,,copulagan_fallback_stress,50.86597,59.7896,16.37206,3e-05,732.89319,0.42429,0
2026-05-10T09:30:00+00:00,slice_2,gnb_3,gNB,,copulagan_fallback_stress,63.45605,60.91754,14.67856,0.02978,266.21061,0.388,0
2026-05-10T09:31:00+00:00,slice_1,upf_1,UPF,,copulagan_fallback_stress,51.00758,50.95208,52.68825,0.02059,650.50707,0.41958,0
2026-05-10T09:32:00+00:00,slice_1,gnb_1,gNB,,copulagan_fallback_stress,68.9314,46.10567,7.31,0.05186,364.59029,0.22829,0
2026-05-10T09:33:00+00:00,slice_2,app_1,UPF,,copulagan_fallback_stress,70.89976,49.18997,41.1629,0.01871,758.69591,0.3665,0
2026-05-10T09:34:00+00:00,slice_1,gnb_1,gNB,,copulagan_fallback_stress,30.55,56.26219,7.31,0.01874,841.62601,0.4348,0
2026-05-10T09:35:00+00:00,slice_1,gnb_3,UPF,congestion,copulagan_fallback_stress,89.64884,83.04396,32.51519,0.03553,232.48894,0.76084,1
2026-05-10T09:36:00+00:00,slice_2,gnb_2,gNB,,copulagan_fallback_stress,61.63955,64.1029,19.54409,0.02701,0.0,0.38268,0
2026-05-10T09:37:00+00:00,slice_1,gnb_1,Router,,copulagan_fallback_stress,62.79601,58.61992,9.46038,0.03097,295.07014,0.3296,0
2026-05-10T09:38:00+00:00,slice_1,gnb_2,gNB,,copulagan_fallback_stress,51.0431,50.82559,16.76964,0.01687,258.69174,0.09403,0
2026-05-10T09:39:00+00:00,slice_1,gnb_1,UPF,,copulagan_fallback_stress,68.45801,55.50529,7.31,0.00081,593.64895,0.16741,0
2026-05-10T09:40:00+00:00,slice_2,upf_1,UPF,packet_loss,copulagan_fallback_stress,79.06028,81.89126,17.16333,0.02849,82.5816,0.77492,1
2026-05-10T09:41:00+00:00,slice_3,upf_2,UPF,packet_loss,copulagan_fallback_stress,99,76.71478,66.1327,0.01773,200.68708,1,1
2026-05-10T09:42:00+00:00,slice_1,router_1,Router,,copulagan_fallback_stress,60.43794,42.47232,33.55987,0.03757,454.9369,0.25567,0
2026-05-10T09:43:00+00:00,slice_2,gnb_1,gNB,,copulagan_fallback_stress,58.73312,57.0834,33.59204,0.01026,272.31847,0.2555,0
2026-05-10T09:44:00+00:00,slice_3,router_1,Router,,copulagan_fallback_stress,56.59581,49.99664,21.17829,0.04019,530.61595,0.3222,0
2026-05-10T09:45:00+00:00,slice_2,upf_1,UPF,,copulagan_fallback_stress,45.15785,67.80453,26.86552,0.01896,8.35464,0.07436,0
2026-05-10T09:46:00+00:00,slice_2,upf_1,UPF,,copulagan_fallback_stress,47.06039,60.97009,40.09578,0.03543,737.73516,0.15803,0
2026-05-10T09:47:00+00:00,slice_2,gnb_2,gNB,,copulagan_fallback_stress,47.13855,47.21814,20.94224,0.04147,479.01799,0.42478,0
2026-05-10T09:48:00+00:00,slice_3,router_1,gNB,,copulagan_fallback_stress,43.98183,44.42703,26.88971,3e-05,527.25072,0.22911,0
2026-05-10T09:49:00+00:00,slice_1,upf_1,UPF,,copulagan_fallback_stress,58.20527,63.93529,26.1022,0.0529,879.90807,0.07962,0
2026-05-10T09:50:00+00:00,slice_1,upf_1,UPF,,copulagan_fallback_stress,44.78178,62.45695,7.31,0.03268,240.95314,0.7262,0
2026-05-10T09:51:00+00:00,slice_1,gnb_2,gNB,,copulagan_fallback_stress,35.50345,59.26368,28.07469,3e-05,618.34019,0.20732,0
2026-05-10T09:52:00+00:00,slice_1,gnb_1,UPF,packet_loss,copulagan_fallback_stress,72.88033,89.30521,25.46533,8e-05,36.27199,1,1
2026-05-10T09:53:00+00:00,slice_1,upf_1,Router,,copulagan_fallback_stress,42.06378,48.82812,33.44257,0.01102,424.27595,0.47211,0
2026-05-10T09:54:00+00:00,slice_3,gnb_2,gNB,,copulagan_fallback_stress,63.0128,48.4271,33.88819,0.0587,387.14821,0.4258,0
2026-05-10T09:55:00+00:00,slice_3,upf_1,Router,,copulagan_fallback_stress,65.25209,51.09655,33.62726,3e-05,373.25954,0.51759,0
2026-05-10T09:56:00+00:00,slice_1,gnb_1,UPF,,copulagan_fallback_stress,47.53912,59.53201,7.31,0.01792,824.06667,0.28969,0
2026-05-10T09:57:00+00:00,slice_1,router_1,gNB,,copulagan_fallback_stress,31.94741,49.39237,38.77253,0.00925,554.92342,0.40138,0
2026-05-10T09:58:00+00:00,slice_1,gnb_1,UPF,,copulagan_fallback_stress,60.94547,59.41796,40.19704,0.0309,668.68203,0.2344,0
2026-05-10T09:59:00+00:00,slice_1,gnb_1,gNB,congestion,copulagan_fallback_stress,83.9422,65.47152,44.59398,0.02462,74.28944,1,1
2026-05-10T10:00:00+00:00,slice_3,upf_3,UPF,,copulagan_fallback_stress,53.78772,50.10278,30.6254,3e-05,807.38742,0.07135,0
2026-05-10T10:01:00+00:00,slice_2,gnb_2,UPF,congestion,copulagan_fallback_stress,61.41252,73.46759,24.53127,0.09787,204.78407,1,1
2026-05-10T10:02:00+00:00,slice_1,gnb_3,Router,,copulagan_fallback_stress,46.7665,49.78866,13.32169,3e-05,939.33,0.46488,0
2026-05-10T10:03:00+00:00,slice_2,app_1,UPF,,copulagan_fallback_stress,58.34215,47.18,48.67032,3e-05,410.22904,0.3371,0
2026-05-10T10:04:00+00:00,slice_1,upf_2,UPF,congestion,copulagan_fallback_stress,76.80779,99,30.65877,0.16487,292.12493,0.46262,1
2026-05-10T10:05:00+00:00,slice_2,upf_1,UPF,,copulagan_fallback_stress,70.56394,53.87732,43.02659,0.00425,614.50142,0.39467,0
2026-05-10T10:06:00+00:00,slice_1,app_1,UPF,vnf_degradation,copulagan_fallback_stress,81.6199,83.20045,59.59968,0.00012,258.33778,1,1
2026-05-10T10:07:00+00:00,slice_3,gnb_1,Router,,copulagan_fallback_stress,46.28964,57.98885,12.4828,0.01858,347.48124,0.37741,0
2026-05-10T10:08:00+00:00,slice_1,router_1,gNB,,copulagan_fallback_stress,64.48954,49.8105,27.76221,0.03017,604.43573,0.39671,0
2026-05-10T10:09:00+00:00,slice_1,router_1,UPF,latency_spike,copulagan_fallback_stress,92.90422,85.62871,39.30228,0.00011,195.40949,1,1
2026-05-10T10:10:00+00:00,slice_1,upf_3,gNB,latency_spike,copulagan_fallback_stress,84.311,95.86937,21.71526,5e-05,283.83188,0.16515,1
2026-05-10T10:11:00+00:00,slice_2,gnb_1,gNB,,copulagan_fallback_stress,69.06149,60.06033,18.25014,3e-05,565.2887,0.48435,0
2026-05-10T10:12:00+00:00,slice_2,app_1,UPF,packet_loss,copulagan_fallback_stress,64.94511,99,25.39772,0.03738,42.55459,1,1
2026-05-10T10:13:00+00:00,slice_1,gnb_2,gNB,,copulagan_fallback_stress,63.02056,50.39969,48.38804,0.01555,332.39378,0.31328,0
2026-05-10T10:14:00+00:00,slice_2,upf_3,UPF,,copulagan_fallback_stress,60.93893,55.75865,20.79101,0.02567,939.33,0.45822,0
2026-05-10T10:15:00+00:00,slice_1,gnb_3,gNB,,copulagan_fallback_stress,80.09359,60.2879,38.23328,0.03464,343.69442,0.07008,0
2026-05-10T10:16:00+00:00,slice_1,gnb_2,UPF,,copulagan_fallback_stress,67.04979,51.61087,26.39045,0.01077,644.16527,0.29009,0
2026-05-10T10:17:00+00:00,slice_3,router_1,UPF,,copulagan_fallback_stress,41.68831,50.97981,16.43468,3e-05,468.84577,0.64111,0
2026-05-10T10:18:00+00:00,slice_1,app_1,UPF,congestion,copulagan_fallback_stress,70.33304,78.34078,31.36675,6e-05,65.58365,0.85865,1
2026-05-10T10:19:00+00:00,slice_1,upf_2,gNB,,copulagan_fallback_stress,49.07383,57.52857,7.31,3e-05,539.8048,0.45862,0
2026-05-10T10:20:00+00:00,slice_3,upf_1,gNB,,copulagan_fallback_stress,33.72852,51.66073,21.21239,0.00769,302.93288,0.45161,0
2026-05-10T10:21:00+00:00,slice_1,router_1,gNB,,copulagan_fallback_stress,57.14271,57.09692,29.53502,3e-05,546.07281,0.27757,0
2026-05-10T10:22:00+00:00,slice_1,upf_3,UPF,,copulagan_fallback_stress,30.55,59.2787,17.57597,3e-05,327.25153,0.52312,0
2026-05-10T10:23:00+00:00,slice_1,upf_1,Service,,copulagan_fallback_stress,53.057,60.44309,41.11662,0.063,667.10481,0.51105,0
2026-05-10T10:24:00+00:00,slice_2,upf_2,gNB,,copulagan_fallback_stress,66.21459,47.92421,7.31,3e-05,423.45868,0.10734,0
2026-05-10T10:25:00+00:00,slice_2,upf_2,Service,,copulagan_fallback_stress,55.16037,50.46824,33.25192,0.00762,409.99146,0.39008,0
2026-05-10T10:26:00+00:00,slice_1,gnb_2,UPF,,copulagan_fallback_stress,73.85008,63.85817,30.59657,0.03214,562.56187,0.15209,0
2026-05-10T10:27:00+00:00,slice_2,app_1,UPF,,copulagan_fallback_stress,54.77804,55.41269,26.41839,0.01093,252.03729,0.37265,0
2026-05-10T10:28:00+00:00,slice_1,router_1,gNB,,copulagan_fallback_stress,55.60764,67.45595,23.34484,3e-05,152.77435,0.42406,0
2026-05-10T10:29:00+00:00,slice_2,gnb_1,UPF,,copulagan_fallback_stress,62.11816,56.79495,27.20875,0.01043,621.67944,0.22201,0
2026-05-10T10:30:00+00:00,slice_1,app_1,gNB,vnf_degradation,copulagan_fallback_stress,83.03475,53.07741,32.38519,0.02742,262.03637,0.24081,0
2026-05-10T10:31:00+00:00,slice_3,router_1,Service,vnf_degradation,copulagan_fallback_stress,98.94788,74.10538,13.74103,0.08703,69.98221,1,1
2026-05-10T10:32:00+00:00,slice_2,gnb_3,UPF,,copulagan_fallback_stress,59.51394,63.86451,32.93095,0.00478,587.3856,0.44854,0
2026-05-10T10:33:00+00:00,slice_1,router_1,UPF,latency_spike,copulagan_fallback_stress,99,76.63806,20.72321,0.0067,62.62128,0.18604,1
2026-05-10T10:34:00+00:00,slice_1,upf_2,Router,packet_loss,copulagan_fallback_stress,57.07113,67.60785,100.03172,0.11286,234.79357,1,1
2026-05-10T10:35:00+00:00,slice_1,app_1,UPF,,copulagan_fallback_stress,47.77448,57.34495,53.85346,0.01026,939.33,0.177,0
2026-05-10T10:36:00+00:00,slice_2,gnb_3,Router,,copulagan_fallback_stress,47.8427,55.11995,39.92496,3e-05,455.0802,0.43368,0
